,vid_id,ad_view
2637,VID_15919,0
2638,VID_14027,8
2639,VID_3261,10
2640,VID_4875,30
2641,VID_13573,20
2642,VID_22534,77
2643,VID_11699,9
2644,VID_9756,675
2645,VID_18923,0
2646,VID_14146,0
2647,VID_7005,3
2648,VID_17570,8
2649,VID_10623,103
2650,VID_9855,0
2651,VID_4293,2
2652,VID_16121,181
2653,VID_6836,9
2654,VID_21469,5
2655,VID_4587,15
2656,VID_15753,20
2657,VID_19328,0
2658,VID_6206,120
2659,VID_14693,12
2660,VID_2621,20
2661,VID_6674,0
2662,VID_6064,13
2663,VID_1561,17
2664,VID_20424,6
2665,VID_1743,4
2666,VID_634,9
2667,VID_3729,0
2668,VID_14834,2
2669,VID_1112,28
2670,VID_17801,2263
2671,VID_15945,0
2672,VID_22283,12
2673,VID_20449,0
2674,VID_19298,26
2675,VID_13682,21
2676,VID_22045,3
2677,VID_22228,14
2678,VID_10447,3
2679,VID_10550,3180
2680,VID_16309,0
2681,VID_14611,15
2682,VID_10091,10
2683,VID_4195,15
2684,VID_21884,1
2685,VID_2200,2
2686,VID_14959,4
2687,VID_22060,15
2688,VID_3760,22
2689,VID_5295,43
2690,VID_15783,53
2691,VID_17910,6
2692,VID_17958,0
2693,VID_18047,5
2694,VID_3731,59
2695,VID_994,3
2696,VID_13333,12
2697,VID_8368,11
2698,VID_5073,0
2699,VID_20503,8
2700,VID_10522,9
2701,VID_19652,9
2702,VID_4881,0
2703,VID_18340,0
2704,VID_10149,102
2705,VID_5158,0
2706,VID_18273,5
2707,VID_13454,5
2708,VID_13681,27
2709,VID_19689,30
2710,VID_21289,2
2711,VID_6464,0
2712,VID_9351,0
2713,VID_8366,1
2714,VID_23188,8
2715,VID_12067,12
2716,VID_8565,115819
2717,VID_20572,76
2718,VID_22159,7
2719,VID_19319,0
2720,VID_12375,3
2721,VID_17832,10
2722,VID_7709,512
2723,VID_7814,17
2724,VID_14806,454
2725,VID_19850,2
2726,VID_243,10
2727,VID_15442,3
2728,VID_7036,6
2729,VID_380,9
2730,VID_15738,13
2731,VID_6106,34
2732,VID_13875,12
2733,VID_7114,9
2734,VID_21784,0
2735,VID_18238,8
2736,VID_2632,10
2737,VID_13335,0
2738,VID_11278,18
2739,VID_20865,12
2740,VID_5590,4
2741,VID_10834,33
2742,VID_14776,0
2743,VID_14535,32
2744,VID_20753,0
2745,VID_11716,7
2746,VID_6442,10
2747,VID_14855,3
2748,VID_5618,1289
2749,VID_15705,28
2750,VID_21268,0
2751,VID_6719,8
2752,VID_12439,0
2753,VID_19495,0
2754,VID_1413,10
2755,VID_19700,16
2756,VID_18724,1415
2757,VID_20607,93
2758,VID_67,1
2759,VID_17220,1
2760,VID_5923,2
2761,VID_15913,145
2762,VID_16408,0
2763,VID_16364,2740
2764,VID_16933,11
2765,VID_15529,18
2766,VID_11148,24
2767,VID_12324,5
2768,VID_5617,13
2769,VID_7904,18
2770,VID_16263,1577
2771,VID_12364,0
2772,VID_12538,8
2773,VID_22150,3
2774,VID_3643,7
2775,VID_1672,11
2776,VID_12028,9
2777,VID_9769,0
2778,VID_5028,483
2779,VID_15031,17
2780,VID_4006,4
2781,VID_13135,8
2782,VID_17048,12
2783,VID_13862,35
2784,VID_22781,0
2785,VID_4286,15
2786,VID_15754,13
2787,VID_6118,15
2788,VID_12929,433
2789,VID_20172,0
2790,VID_12981,567
2791,VID_19861,0
2792,VID_23691,0
2793,VID_6638,8
2794,VID_8177,1
2795,VID_15137,10
2796,VID_10369,3
2797,VID_18888,11
2798,VID_968,10
2799,VID_15157,42
2800,VID_23693,0
2801,VID_14298,11
2802,VID_20552,9
2803,VID_9109,154
2804,VID_3272,3
2805,VID_19926,6
2806,VID_5432,15
2807,VID_19362,0
2808,VID_2721,13
2809,VID_11957,0
2810,VID_8323,226
2811,VID_645,2
2812,VID_2783,7
2813,VID_13684,114
2814,VID_18745,2
2815,VID_2193,689
2816,VID_19488,0
2817,VID_6168,0
2818,VID_21456,0
2819,VID_7573,0
2820,VID_20065,1
2821,VID_11804,0
2822,VID_15866,0
2823,VID_13110,8
2824,VID_7220,3
2825,VID_16965,0
2826,VID_20407,14
2827,VID_19807,0
2828,VID_22434,84
2829,VID_11886,11
2830,VID_19299,8
2831,VID_2583,18
2832,VID_4770,5
2833,VID_3421,14
2834,VID_18263,3
2835,VID_22062,1289
2836,VID_21908,6
2837,VID_8584,7
2838,VID_3106,0
2839,VID_7464,3
2840,VID_684,1
2841,VID_13709,0
2842,VID_23655,122
2843,VID_8589,0
2844,VID_4824,13
2845,VID_12596,13
2846,VID_9452,7
2847,VID_14432,13
2848,VID_7849,0
2849,VID_6822,1
2850,VID_392,9
2851,VID_12777,9
2852,VID_13616,0
2853,VID_15792,0
2854,VID_11060,0
2855,VID_18182,6
2856,VID_12237,26
2857,VID_15759,22
2858,VID_15351,11
2859,VID_16436,0
2860,VID_16993,9
2861,VID_15666,0
2862,VID_20082,8
2863,VID_23470,4
2864,VID_15347,0
2865,VID_23453,0
2866,VID_20155,11
2867,VID_7919,0
2868,VID_289,21
2869,VID_16248,1244
2870,VID_15023,754
2871,VID_7234,7
2872,VID_15841,0
2873,VID_3322,12
2874,VID_3510,4
2875,VID_4057,3
2876,VID_8683,4
2877,VID_12924,14
2878,VID_19014,0
2879,VID_4319,1029
2880,VID_9574,0
2881,VID_4942,0
2882,VID_12485,0
2883,VID_18915,15
2884,VID_23465,3
2885,VID_5395,0
2886,VID_4252,18
2887,VID_18134,20
2888,VID_4898,92
2889,VID_21615,160
2890,VID_9433,4
2891,VID_2216,21
2892,VID_17785,945
2893,VID_17327,49
2894,VID_20818,20
2895,VID_7475,0
2896,VID_20723,0
2897,VID_22157,6
2898,VID_7481,0
2899,VID_7159,4
2900,VID_16515,88
2901,VID_274,32
2902,VID_14701,469
2903,VID_20123,11
2904,VID_4368,6
2905,VID_4574,1634
2906,VID_1576,668
2907,VID_11992,21
2908,VID_19868,0
2909,VID_8342,5
2910,VID_22655,1156
2911,VID_20712,0
2912,VID_9138,28
2913,VID_7699,332
2914,VID_8951,7
2915,VID_14808,53
2916,VID_8128,7
2917,VID_18170,6
2918,VID_8311,0
2919,VID_14550,57
2920,VID_4758,1
2921,VID_6557,6
2922,VID_9116,22
2923,VID_14788,22
2924,VID_10195,16
2925,VID_23618,2526
2926,VID_5136,5
2927,VID_12134,15
2928,VID_17456,0
2929,VID_9063,30
2930,VID_16340,10
2931,VID_17438,127
2932,VID_1902,28
2933,VID_14458,22
2934,VID_17375,802
2935,VID_10451,12
2936,VID_7080,29
2937,VID_3016,2280
2938,VID_6470,24
2939,VID_14853,33
2940,VID_11188,40
2941,VID_22628,21
2942,VID_5270,179
2943,VID_21273,9
2944,VID_19242,35
2945,VID_9996,8
2946,VID_17881,28
2947,VID_13545,4
2948,VID_11130,11
2949,VID_2417,14
2950,VID_3411,7
2951,VID_3485,6
2952,VID_5738,0
2953,VID_3521,2
2954,VID_21357,30
2955,VID_6801,16
2956,VID_10981,9
2957,VID_19985,6
2958,VID_22074,0
2959,VID_6537,6
2960,VID_16778,7
2961,VID_18279,9
2962,VID_19019,8
2963,VID_11725,9
2964,VID_21493,7
2965,VID_3640,11
2966,VID_18272,9
2967,VID_16857,0
2968,VID_9041,9
2969,VID_12401,0
2970,VID_18782,7
2971,VID_10823,0
2972,VID_14699,5
2973,VID_20306,3
2974,VID_5710,5
2975,VID_8172,7
2976,VID_15062,0
2977,VID_9296,1
2978,VID_7831,29
2979,VID_4970,6
2980,VID_9255,31
2981,VID_23467,5
2982,VID_16581,132
2983,VID_12488,2
2984,VID_4011,6
2985,VID_3927,15
2986,VID_5578,4
2987,VID_23153,7
2988,VID_12895,6
2989,VID_13203,7
2990,VID_5749,29
2991,VID_200,52
2992,VID_4163,7
2993,VID_17426,7
2994,VID_2305,0
2995,VID_553,6
2996,VID_9506,5
2997,VID_6496,2
2998,VID_5699,14
2999,VID_16734,76
3000,VID_14600,14
3001,VID_15112,8
3002,VID_16954,69
3003,VID_18478,8
3004,VID_19389,0
3005,VID_1348,13
3006,VID_1000,9
3007,VID_16959,18
3008,VID_23681,24912
3009,VID_14417,1
3010,VID_10784,357
3011,VID_8487,192
3012,VID_17040,13
3013,VID_16396,1
3014,VID_15957,10
3015,VID_22207,17
3016,VID_17528,28
3017,VID_15385,10
3018,VID_16682,19
3019,VID_661,2
3020,VID_13687,0
3021,VID_1438,22
3022,VID_13332,11
3023,VID_14000,26
3024,VID_7402,6
3025,VID_21416,5
3026,VID_1396,10
3027,VID_2133,2
3028,VID_3603,10
3029,VID_10454,0
3030,VID_491,6
3031,VID_4490,1
3032,VID_15588,849
3033,VID_13366,0
3034,VID_8288,32
3035,VID_21621,68
3036,VID_19232,0
3037,VID_20718,1
3038,VID_5949,5
3039,VID_16403,27
3040,VID_7954,7
3041,VID_441,207
3042,VID_12114,8
3043,VID_8224,8
3044,VID_2998,25
3045,VID_2676,16
3046,VID_678,26
3047,VID_16659,14
3048,VID_1294,12
3049,VID_7624,0
3050,VID_1277,6
3051,VID_9726,714
3052,VID_983,11
3053,VID_18556,0
3054,VID_6037,0
3055,VID_19550,10
3056,VID_7145,28
3057,VID_8906,5
3058,VID_16583,14
3059,VID_5260,225
3060,VID_15014,0
3061,VID_14318,120
3062,VID_12522,12
3063,VID_5197,1469
3064,VID_22396,6
3065,VID_3252,6
3066,VID_23438,11
3067,VID_16127,16
3068,VID_13860,6
3069,VID_13887,0
3070,VID_4865,12
3071,VID_15670,16
3072,VID_7894,9
3073,VID_18048,14
3074,VID_4307,21
3075,VID_9349,20
3076,VID_16991,16
3077,VID_17464,93
3078,VID_9923,33
3079,VID_11287,0
3080,VID_18502,4
3081,VID_23104,41
3082,VID_13868,5
3083,VID_14374,9
3084,VID_5205,0
3085,VID_18728,83
3086,VID_23329,17
3087,VID_16284,285
3088,VID_14059,14
3089,VID_17475,96
3090,VID_389,10
3091,VID_15706,1
3092,VID_11844,12
3093,VID_15446,9
3094,VID_6039,0
3095,VID_6987,0
3096,VID_3855,22
3097,VID_18012,0
3098,VID_21988,7
3099,VID_19605,15
3100,VID_18707,33
3101,VID_21831,2
3102,VID_19381,44
3103,VID_272,17
3104,VID_1906,31
3105,VID_7930,643
3106,VID_2631,26
3107,VID_14335,38
3108,VID_19046,42
3109,VID_9053,10
3110,VID_15414,3
3111,VID_10692,8
3112,VID_2308,15
3113,VID_11872,20
3114,VID_13889,0
3115,VID_23727,25
3116,VID_1251,17
3117,VID_6245,9
3118,VID_20914,0
3119,VID_6957,59
3120,VID_7865,28
3121,VID_13304,50
3122,VID_11512,0
3123,VID_12553,105
3124,VID_10134,0
3125,VID_1632,0
3126,VID_22907,17
3127,VID_10816,68
3128,VID_6698,7160
3129,VID_19970,10
3130,VID_8792,7
3131,VID_2040,12
3132,VID_20399,14
3133,VID_13412,6
3134,VID_7928,22
3135,VID_16061,39
3136,VID_13418,0
3137,VID_19961,4
3138,VID_11194,0
3139,VID_4489,12
3140,VID_3876,26
3141,VID_12616,4
3142,VID_11483,5
3143,VID_9194,5
3144,VID_7765,0
3145,VID_18780,0
3146,VID_1267,62
3147,VID_13432,1277
3148,VID_13302,0
3149,VID_19884,0
3150,VID_1695,18
3151,VID_7157,7
3152,VID_20876,3
3153,VID_9035,8
3154,VID_4313,15
3155,VID_12180,26
3156,VID_1759,0
3157,VID_21186,11
3158,VID_4989,20
3159,VID_17199,0
3160,VID_6433,21
3161,VID_8740,4
3162,VID_1647,22
3163,VID_16427,31
3164,VID_5806,5
3165,VID_12554,6
3166,VID_15576,23
3167,VID_20879,9
3168,VID_20580,19
3169,VID_8624,36
3170,VID_15575,8
3171,VID_18564,0
3172,VID_13483,0
3173,VID_1657,12
3174,VID_1356,14
3175,VID_12108,10
3176,VID_6649,0
3177,VID_18405,744
3178,VID_12738,2
3179,VID_13092,0
3180,VID_14201,4
3181,VID_13706,13
3182,VID_213,0
3183,VID_7224,0
3184,VID_6884,5
3185,VID_9722,791
3186,VID_13780,8
3187,VID_13828,2
3188,VID_2817,38
3189,VID_4897,0
3190,VID_3523,14
3191,VID_19135,325
3192,VID_14543,14
3193,VID_2061,19
3194,VID_754,3
3195,VID_23602,20
3196,VID_11632,0
3197,VID_14440,0
3198,VID_22932,0
3199,VID_7555,17
3200,VID_11213,32
3201,VID_2675,20
3202,VID_8293,0
3203,VID_18726,5
3204,VID_17484,9
3205,VID_18733,8
3206,VID_1059,17
3207,VID_9143,63
3208,VID_14665,13
3209,VID_4036,0
3210,VID_3285,21
3211,VID_18901,17
3212,VID_20737,16
3213,VID_944,11
3214,VID_20956,80
3215,VID_11068,17
3216,VID_8123,0
3217,VID_8607,54
3218,VID_11993,7
3219,VID_11216,0
3220,VID_21786,8
3221,VID_12321,20
3222,VID_9374,1
3223,VID_1873,9
3224,VID_15341,9
3225,VID_1094,5
3226,VID_19489,29
3227,VID_13966,0
3228,VID_16782,6
3229,VID_11460,3
3230,VID_2282,100
3231,VID_5238,12
3232,VID_12704,0
3233,VID_20650,15
3234,VID_16174,9
3235,VID_14138,9
3236,VID_12719,10
3237,VID_10122,0
3238,VID_14697,0
3239,VID_9677,0
3240,VID_22686,4
3241,VID_227,6
3242,VID_20507,20
3243,VID_21682,321
3244,VID_18441,7
3245,VID_997,1
3246,VID_12706,14
3247,VID_6173,0
3248,VID_21501,18
3249,VID_2809,0
3250,VID_569,295
3251,VID_3634,786
3252,VID_3499,0
3253,VID_6096,17
3254,VID_14238,0
3255,VID_19675,924
3256,VID_9330,2955
3257,VID_22198,12
3258,VID_12804,24
3259,VID_16080,2
3260,VID_7748,0
3261,VID_19263,34
3262,VID_10277,13
3263,VID_20198,0
3264,VID_3822,7
3265,VID_8761,26
3266,VID_6759,34
3267,VID_3481,23
3268,VID_3094,0
3269,VID_16566,0
3270,VID_4441,1
3271,VID_3951,72
3272,VID_21843,895
3273,VID_23364,3
3274,VID_5251,5
3275,VID_1948,11
3276,VID_3991,0
3277,VID_7826,0
3278,VID_13676,3
3279,VID_18637,10
3280,VID_21061,10
3281,VID_6547,0
3282,VID_16425,305
3283,VID_17266,14
3284,VID_19690,189
3285,VID_14158,0
3286,VID_602,0
3287,VID_13360,28
3288,VID_17387,4
3289,VID_4906,12
3290,VID_22885,25
3291,VID_23683,15
3292,VID_19725,15
3293,VID_22041,13
3294,VID_5019,4
3295,VID_1679,30
3296,VID_9286,0
3297,VID_19304,5
3298,VID_666,7
3299,VID_10349,9
3300,VID_1774,2
3301,VID_12371,33
3302,VID_4103,27
3303,VID_6527,13
3304,VID_11443,7
3305,VID_15490,4
3306,VID_18734,17
3307,VID_4333,11
3308,VID_22923,0
3309,VID_15571,25
3310,VID_9733,62
3311,VID_4723,13
3312,VID_14095,0
3313,VID_10131,10
3314,VID_7168,13
3315,VID_18644,1
3316,VID_17176,0
3317,VID_16331,0
3318,VID_9298,5
3319,VID_13873,18
3320,VID_13295,77
3321,VID_11572,9
3322,VID_10995,6
3323,VID_20031,6
3324,VID_14996,7
3325,VID_22893,7
3326,VID_21296,17
3327,VID_20277,0
3328,VID_14778,18
3329,VID_383,8
3330,VID_5827,13
3331,VID_7558,0
3332,VID_18015,7
3333,VID_18744,4
3334,VID_16266,0
3335,VID_17175,3
3336,VID_17805,0
3337,VID_3720,481
3338,VID_20491,415
3339,VID_2711,31
3340,VID_10991,0
3341,VID_23563,354
3342,VID_353,10
3343,VID_23165,2
3344,VID_7300,14
3345,VID_6710,25
3346,VID_5196,20
3347,VID_3730,30
3348,VID_20785,108
3349,VID_19781,8
3350,VID_10146,6
3351,VID_840,6
3352,VID_4430,27
3353,VID_16996,5
3354,VID_22936,31
3355,VID_22504,86
3356,VID_3750,13
3357,VID_3658,12
3358,VID_22971,41
3359,VID_15236,113
3360,VID_22486,984
3361,VID_13954,0
3362,VID_8058,11
3363,VID_663,16
3364,VID_3814,25
3365,VID_9198,0
3366,VID_19863,1
3367,VID_13398,6
3368,VID_17862,3
3369,VID_7718,730
3370,VID_15516,12
3371,VID_2296,526
3372,VID_22055,5
3373,VID_22459,5
3374,VID_16854,12
3375,VID_8197,65
3376,VID_21952,8
3377,VID_10129,19
3378,VID_3566,242
3379,VID_6817,1
3380,VID_19260,77
3381,VID_20553,49
3382,VID_22496,27
3383,VID_12450,7
3384,VID_14239,35
3385,VID_16804,7
3386,VID_6521,4
3387,VID_5102,9
3388,VID_16722,18
3389,VID_18580,14
3390,VID_4212,11
3391,VID_1783,62
3392,VID_12206,8
3393,VID_21552,8
3394,VID_6166,17
3395,VID_22473,191
3396,VID_10843,229
3397,VID_7934,82
3398,VID_6887,3
3399,VID_3994,5
3400,VID_14111,67
3401,VID_12425,12
3402,VID_2705,42
3403,VID_22460,9
3404,VID_21443,0
3405,VID_13458,14
3406,VID_16706,10
3407,VID_11203,22
3408,VID_4415,40
3409,VID_14218,21
3410,VID_19113,15
3411,VID_19213,2
3412,VID_19265,26
3413,VID_2584,10
3414,VID_5236,12
3415,VID_1018,0
3416,VID_17894,18
3417,VID_9637,0
3418,VID_22287,4
3419,VID_6944,5
3420,VID_2778,9
3421,VID_3200,6
3422,VID_11241,122
3423,VID_5901,0
3424,VID_14375,0
3425,VID_99,4
3426,VID_2899,12
3427,VID_10190,52
3428,VID_813,1
3429,VID_14452,255
3430,VID_369,64
3431,VID_23168,4
3432,VID_5106,6
3433,VID_19011,7
3434,VID_7298,5
3435,VID_5681,3
3436,VID_1855,13
3437,VID_21283,41
3438,VID_10947,32
3439,VID_17615,73
3440,VID_2087,4
3441,VID_5531,13
3442,VID_22667,0
3443,VID_1296,19
3444,VID_3279,10
3445,VID_649,35
3446,VID_18268,6
3447,VID_19706,3
3448,VID_6399,0
3449,VID_19122,21
3450,VID_4301,0
3451,VID_10984,60
3452,VID_8325,4
3453,VID_16691,91
3454,VID_11882,14
3455,VID_11982,37
3456,VID_14176,235
3457,VID_3065,2
3458,VID_22455,0
3459,VID_14287,7
3460,VID_7854,0
3461,VID_22763,42
3462,VID_4563,61
3463,VID_15642,2
3464,VID_21317,6
3465,VID_18687,122
3466,VID_18552,9
3467,VID_5021,215
3468,VID_3375,307
3469,VID_3817,14
3470,VID_3366,27
3471,VID_8419,5
3472,VID_1735,0
3473,VID_1461,3
3474,VID_16448,1400
3475,VID_10289,54
3476,VID_18175,4
3477,VID_22061,0
3478,VID_1168,10
3479,VID_22928,13
3480,VID_11744,13
3481,VID_11047,19
3482,VID_13591,6
3483,VID_14578,1
3484,VID_22622,9
3485,VID_7901,68
3486,VID_23021,5
3487,VID_9038,7
3488,VID_6280,135
3489,VID_11461,13
3490,VID_8873,3
3491,VID_18990,22
3492,VID_17976,0
3493,VID_16955,4
3494,VID_1796,101
3495,VID_20921,0
3496,VID_1317,5
3497,VID_8069,0
3498,VID_22468,155
3499,VID_6926,3
3500,VID_4722,49
3501,VID_14041,3
3502,VID_9932,0
3503,VID_9659,35631
3504,VID_15144,0
3505,VID_1498,0
3506,VID_16129,0
3507,VID_664,9
3508,VID_17580,0
3509,VID_21417,0
3510,VID_13953,0
3511,VID_18930,15
3512,VID_18139,0
3513,VID_11415,11
3514,VID_19396,13
3515,VID_16697,0
3516,VID_9074,3
3517,VID_4666,4
3518,VID_22617,12
3519,VID_1842,17
3520,VID_17391,918
3521,VID_20615,8
3522,VID_14222,283
3523,VID_9588,0
3524,VID_16609,11
3525,VID_17466,30
3526,VID_1888,37
3527,VID_461,0
3528,VID_15015,123
3529,VID_8631,38
3530,VID_14646,30
3531,VID_10770,1
3532,VID_19109,12
3533,VID_19111,13
3534,VID_20186,20
3535,VID_1192,10
3536,VID_11722,6
3537,VID_17776,3
3538,VID_7549,2593
3539,VID_15395,0
3540,VID_13017,9
3541,VID_16986,232
3542,VID_14419,43
3543,VID_13921,16
3544,VID_6609,10
3545,VID_12878,21
3546,VID_10931,5
3547,VID_17716,3
3548,VID_3255,5
3549,VID_1506,137
3550,VID_14618,1
3551,VID_9422,7
3552,VID_7811,16
3553,VID_6620,10
3554,VID_1477,14
3555,VID_3248,6
3556,VID_3529,11
3557,VID_18772,9
3558,VID_56,6
3559,VID_18839,14
3560,VID_3368,18
3561,VID_18344,408
3562,VID_23011,21
3563,VID_5937,0
3564,VID_3841,0
3565,VID_21398,9
3566,VID_8079,12
3567,VID_15470,26
3568,VID_20276,9
3569,VID_5461,0
3570,VID_7124,8
3571,VID_5447,13
3572,VID_1702,0
3573,VID_14723,5
3574,VID_14225,25
3575,VID_16157,10
3576,VID_7608,9
3577,VID_3413,0
3578,VID_10219,51766
3579,VID_19649,735
3580,VID_21244,3
3581,VID_20925,15
3582,VID_3686,7
3583,VID_12169,4
3584,VID_7490,23
3585,VID_19356,4
3586,VID_1329,5
3587,VID_1649,14
3588,VID_10314,147
3589,VID_13342,14
3590,VID_21573,19
3591,VID_21226,22
3592,VID_18968,534
3593,VID_18357,6
3594,VID_11765,7
3595,VID_439,145
3596,VID_23407,10
3597,VID_5598,12
3598,VID_23356,19
3599,VID_1278,7
3600,VID_9253,25
3601,VID_8203,15
3602,VID_11006,0
3603,VID_5553,56
3604,VID_1677,5
3605,VID_20853,31
3606,VID_23581,16
3607,VID_13212,224
3608,VID_13440,924
3609,VID_15448,1
3610,VID_4967,4
3611,VID_21754,9
3612,VID_680,1
3613,VID_12637,1
3614,VID_7914,36
3615,VID_12827,0
3616,VID_122,8
3617,VID_17314,9
3618,VID_8713,965
3619,VID_15935,20
3620,VID_14442,0
3621,VID_8070,0
3622,VID_20403,17
3623,VID_17711,13
3624,VID_11615,640
3625,VID_15404,9
3626,VID_3647,7
3627,VID_12405,13
3628,VID_772,10
3629,VID_11452,19
3630,VID_3410,22
3631,VID_7056,7
3632,VID_20509,118
3633,VID_11723,419
3634,VID_5482,0
3635,VID_15694,32
3636,VID_4324,12
3637,VID_1259,11
3638,VID_10024,9
3639,VID_22382,19
3640,VID_1073,6
3641,VID_5434,11
3642,VID_14737,5
3643,VID_8750,6
3644,VID_15308,1
3645,VID_16420,163
3646,VID_15045,288
3647,VID_20064,0
3648,VID_13568,17
3649,VID_2146,0
3650,VID_14878,1
3651,VID_5996,8
3652,VID_18738,425
3653,VID_16932,6
3654,VID_10894,12
3655,VID_14710,3
3656,VID_8885,5
3657,VID_23004,98
3658,VID_23219,12
3659,VID_22097,11
3660,VID_4297,27
3661,VID_16228,4
3662,VID_15954,5
3663,VID_3345,10
3664,VID_6427,8
3665,VID_2718,1
3666,VID_6546,1
3667,VID_13082,3
3668,VID_5244,0
3669,VID_3531,5
3670,VID_22286,7
3671,VID_22485,845
3672,VID_12333,11
3673,VID_10212,60384
3674,VID_3367,11
3675,VID_16618,10
3676,VID_20425,9
3677,VID_15511,0
3678,VID_15733,43
3679,VID_4609,25
3680,VID_1226,6
3681,VID_13888,30
3682,VID_9222,3
3683,VID_21581,10
3684,VID_4465,14
3685,VID_5281,909
3686,VID_1306,10
3687,VID_7739,8
3688,VID_22195,74
3689,VID_18924,29
3690,VID_23513,12
3691,VID_17401,11
3692,VID_20646,11
3693,VID_11904,0
3694,VID_4731,9
3695,VID_5672,567
3696,VID_15911,0
3697,VID_20319,6
3698,VID_17444,95
3699,VID_18753,0
3700,VID_7764,7
3701,VID_15704,4
3702,VID_11545,4
3703,VID_19136,28
3704,VID_18105,0
3705,VID_14067,0
3706,VID_20812,0
3707,VID_21151,41
3708,VID_7982,0
3709,VID_20546,11
3710,VID_17720,33
3711,VID_16337,0
3712,VID_19872,4
3713,VID_21738,29
3714,VID_11905,16
3715,VID_4785,0
3716,VID_16967,18
3717,VID_20054,32
3718,VID_23759,129
3719,VID_5271,0
3720,VID_15558,4
3721,VID_20763,17
3722,VID_3691,9
3723,VID_10696,9
3724,VID_15281,8
3725,VID_11521,139
3726,VID_11012,22
3727,VID_21215,8
3728,VID_14106,31
3729,VID_17170,31
3730,VID_8829,7
3731,VID_15648,0
3732,VID_9609,17
3733,VID_14786,0
3734,VID_1096,13
3735,VID_16946,16
3736,VID_538,4
3737,VID_21465,53
3738,VID_2234,0
3739,VID_19367,8
3740,VID_19713,4
3741,VID_17979,1
3742,VID_14645,17
3743,VID_13242,17
3744,VID_16686,23
3745,VID_574,9
3746,VID_19535,13
3747,VID_17822,16
3748,VID_9736,0
3749,VID_9317,0
3750,VID_1575,3
3751,VID_6226,9
3752,VID_21053,71
3753,VID_7408,6
3754,VID_20431,173
3755,VID_19505,3
3756,VID_23365,4
3757,VID_6007,16
3758,VID_5185,7
3759,VID_6617,12
3760,VID_9082,7
3761,VID_14054,23
3762,VID_23360,48
3763,VID_3786,52
3764,VID_7466,8
3765,VID_19049,2
3766,VID_14651,6
3767,VID_20422,19
3768,VID_10825,16
3769,VID_7545,6
3770,VID_14348,21
3771,VID_9713,0
3772,VID_1014,0
3773,VID_9113,11
3774,VID_11300,11
3775,VID_14436,0
3776,VID_9301,11
3777,VID_12523,3
3778,VID_12643,4
3779,VID_12362,0
3780,VID_15441,6
3781,VID_9952,9
3782,VID_21767,8
3783,VID_12684,0
3784,VID_11309,38
3785,VID_7834,8
3786,VID_18002,0
3787,VID_9547,32
3788,VID_16315,30
3789,VID_8722,8
3790,VID_1399,9
3791,VID_237,5
3792,VID_18681,1
3793,VID_6685,0
3794,VID_22705,3
3795,VID_20836,18
3796,VID_10891,103
3797,VID_20804,15
3798,VID_13123,44
3799,VID_9458,0
3800,VID_8877,4
3801,VID_4443,25
3802,VID_5448,12
3803,VID_488,9
3804,VID_20620,2
3805,VID_20039,36
3806,VID_13054,11
3807,VID_22530,9
3808,VID_22322,43
3809,VID_20887,12
3810,VID_6942,15
3811,VID_21305,4
3812,VID_20072,5
3813,VID_18181,8
3814,VID_5565,32
3815,VID_4061,16
3816,VID_19993,6
3817,VID_7414,7
3818,VID_17815,2783
3819,VID_16441,725
3820,VID_6144,48
3821,VID_21845,5
3822,VID_2468,18
3823,VID_1196,5
3824,VID_20487,9
3825,VID_21406,6
3826,VID_4458,11
3827,VID_12222,8
3828,VID_20587,10
3829,VID_21192,18
3830,VID_1338,10
3831,VID_425,0
3832,VID_23125,11
3833,VID_5980,7
3834,VID_5826,4
3835,VID_730,9
3836,VID_20191,7
3837,VID_9366,23
3838,VID_3599,6
3839,VID_7073,2
3840,VID_14759,17
3841,VID_13348,13
3842,VID_5900,0
3843,VID_21942,11
3844,VID_23612,0
3845,VID_15321,13
3846,VID_16775,6
3847,VID_8386,7
3848,VID_12887,7
3849,VID_3074,0
3850,VID_17009,6
3851,VID_18209,13
3852,VID_16226,1
3853,VID_23615,241
3854,VID_3344,5
3855,VID_13034,31
3856,VID_23160,133
3857,VID_23460,0
3858,VID_2581,8
3859,VID_7813,15
3860,VID_1638,8
3861,VID_21708,490
3862,VID_5991,10
3863,VID_22675,7
3864,VID_20488,7
3865,VID_23492,1088
3866,VID_22464,2
3867,VID_13553,0
3868,VID_23048,12
3869,VID_19463,4
3870,VID_2955,8
3871,VID_21189,10
3872,VID_20777,7
3873,VID_15256,7
3874,VID_17502,0
3875,VID_22886,4171
3876,VID_17133,0
3877,VID_18620,1
3878,VID_10137,6
3879,VID_13680,0
3880,VID_10713,0
3881,VID_23376,6
3882,VID_428,320
3883,VID_14166,2
3884,VID_17547,0
3885,VID_2976,6
3886,VID_11430,9
3887,VID_13121,10
3888,VID_16459,0
3889,VID_846,102
3890,VID_9810,50
3891,VID_3097,0
3892,VID_16503,123
3893,VID_296,11
3894,VID_19267,20
3895,VID_13080,18
3896,VID_16247,13
3897,VID_1982,38
3898,VID_22880,17
3899,VID_14170,0
3900,VID_10366,6
3901,VID_3537,0
3902,VID_21066,11
3903,VID_4285,4
3904,VID_13925,3
3905,VID_19161,4
3906,VID_21216,21
3907,VID_2226,7
3908,VID_5101,193
3909,VID_22215,0
3910,VID_4278,11
